Distance_to_soma,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595
00341_P005_T01-S016_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_22_17_18,12,12,12,13,15,19,21,24,23,22,21,20,20,16,15,12,9,7,7,7,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00342_P005_T01-S016_MFG_R0678_LJ-20220525_LJ_stamp_2022_07_26_17_04,15,15,15,15,15,19,20,21,24,24,23,23,21,20,21,17,17,17,16,17,16,16,13,12,11,8,8,7,7,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00361_P005_T01-S009_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_30_14_20,8,8,8,10,13,14,16,17,17,21,21,21,21,18,17,17,15,14,14,11,10,7,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00382_P005_T01-S005_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_21_16_36,9,9,9,10,11,14,16,17,18,18,17,15,17,16,14,15,14,11,11,10,8,7,5,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00383_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_21_16_37,9,9,9,9,10,12,15,25,27,30,33,36,36,36,35,39,36,33,29,23,22,20,15,13,13,11,9,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00385_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_21_16_40,10,10,10,12,13,14,17,21,28,28,30,28,26,27,27,25,26,23,22,21,20,17,15,14,13,12,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00386_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_21_17_09,8,8,8,9,14,14,14,20,23,22,21,23,26,19,19,15,12,6,4,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00387_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_22_17_00,7,7,7,7,7,8,10,11,11,15,16,17,17,17,15,14,12,9,7,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00388_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_22_17_01,7,7,7,7,9,12,14,14,15,12,12,12,10,10,7,5,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00389_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_22_17_01,9,9,9,9,11,14,19,16,20,23,25,25,26,22,25,24,17,12,11,10,9,8,7,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00390_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_22_17_02,9,9,9,9,9,13,18,19,19,21,21,26,23,24,20,18,15,13,10,7,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00392_P005_T01-S005_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_22_17_02,7,7,7,7,8,7,9,13,13,12,13,12,12,16,14,13,8,6,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00395_P005_T01-S005_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_22_17_04,8,8,8,8,8,10,12,15,15,12,10,8,7,5,5,5,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00397_P005_T01-S005_MFG_R0678_LJ-20220525_LJ_stamp_2022_07_28_16_36,12,12,12,13,16,17,22,25,23,24,25,27,24,25,25,25,24,25,23,24,23,22,22,18,16,13,8,7,7,7,7,5,4,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00402_P005_T01-S004_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_28_16_36,11,11,11,11,11,10,13,19,21,24,30,29,30,28,22,18,17,15,11,8,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00403_P005_T01-S004_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_26_17_05,10,10,10,10,10,10,12,14,16,15,17,15,13,15,19,18,19,18,16,12,10,9,7,6,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00408_P005_T01-S004_MFG_R0678_LJ-20220525_LJ_stamp_2022_07_28_16_37,8,8,8,10,13,17,23,24,28,27,33,30,30,32,32,32,28,28,27,25,23,22,21,15,15,13,12,11,10,8,8,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00412_P005_T01-S004_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_49,10,10,10,12,13,13,12,15,18,22,21,18,23,22,18,18,17,15,14,13,13,9,7,6,4,4,4,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00413_P005_T01-S004_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_17_06,10,10,10,11,10,12,17,23,24,18,20,20,20,24,20,19,19,20,14,13,12,11,10,7,6,3,3,3,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00414_P005_T01-S004_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_29_16_23,13,13,13,14,17,19,23,23,23,21,23,21,28,26,24,23,22,18,17,11,10,7,5,5,3,4,3,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00415_P005_T01-S004_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_29_16_23,9,9,9,9,8,10,12,15,18,23,24,27,26,23,22,23,21,18,13,11,11,10,9,8,7,6,5,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00416_P005_T01-S004_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_31_14_32,9,9,9,9,9,11,12,15,17,21,28,24,29,30,30,30,28,27,25,23,21,20,17,15,11,7,7,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00417_P005_T01-S004_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_11_16,9,9,9,11,13,15,13,12,14,15,16,17,18,17,19,18,16,16,16,15,15,13,10,9,9,8,9,7,7,5,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00419_P005_T01-S004_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_50,8,8,8,8,8,11,16,17,15,18,18,20,21,23,23,20,17,17,15,13,12,12,11,9,10,6,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00421_P005_T01-S004_MFG_R0678_LJ-20220525_YXQ_stamp_2022_07_29_16_25,8,8,8,8,9,13,14,18,18,20,21,20,20,21,20,20,20,18,16,14,12,12,10,7,7,7,6,5,5,5,5,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00422_P005_T01-S004_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_29_16_25,9,9,9,9,9,11,11,12,13,17,18,21,23,23,26,27,26,25,23,22,23,22,24,22,20,18,18,13,11,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00423_P005_T01-S004_MFG_R0678_LJ-20220525_YXQ_stamp_2022_07_29_16_26,9,9,9,9,11,13,16,19,22,21,20,23,21,24,26,24,24,26,23,24,23,21,19,16,15,15,14,10,7,7,7,6,5,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00425_P005_T01-S004_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_29_16_33,10,10,10,11,11,12,19,17,21,19,19,22,21,22,20,21,23,21,16,15,13,11,9,8,7,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00427_P005_T01-S004_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_29_16_33,16,16,16,17,17,19,21,24,23,25,31,32,33,31,29,25,24,21,19,18,14,13,11,10,6,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00428_P005_T01-S004_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_01_16_42,7,7,7,7,9,9,10,13,18,18,20,24,22,22,21,19,18,15,12,10,7,5,5,4,4,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00433_P005_T01-S004_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_01_16_43,10,10,10,10,10,11,15,18,19,23,26,27,30,30,29,28,26,26,24,20,16,14,14,14,12,11,9,8,8,6,5,4,4,4,4,4,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00434_P005_T01-S004_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_01_16_43,14,14,14,15,17,18,19,19,17,18,18,18,20,20,22,24,26,24,24,22,22,21,17,16,14,13,10,11,9,9,7,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00435_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_15_48,9,9,9,9,11,17,17,18,16,16,12,11,9,9,9,6,6,5,4,4,4,3,3,3,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00437_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_15_50,8,8,8,8,9,14,19,26,21,20,21,23,23,22,24,20,17,15,14,12,10,10,10,9,9,8,7,6,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00439_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_15_52,9,9,9,12,13,19,19,20,21,22,22,22,22,19,17,13,12,8,6,5,4,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00442_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_43,8,8,8,8,9,11,12,15,16,18,18,20,21,20,20,19,15,14,13,11,10,8,4,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00443_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_43,9,9,9,9,10,11,12,14,18,20,24,23,26,28,27,25,24,24,24,22,18,17,17,15,13,10,8,8,7,6,4,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00444_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_44,9,9,9,9,10,13,17,21,23,23,25,25,23,22,17,16,14,14,12,9,7,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00450_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_26_17_07,8,8,8,8,10,11,12,15,16,15,14,16,15,12,11,10,6,6,6,6,5,5,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00470_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_26_17_07,10,10,10,13,11,13,19,23,27,26,33,31,30,28,24,19,15,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00479_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_29_09_22,7,7,7,7,11,12,11,15,15,19,20,22,25,25,25,27,27,29,27,26,21,20,18,18,14,10,9,5,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00480_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_01_16_44,9,9,9,9,11,13,16,17,21,26,29,30,33,29,28,26,26,21,20,19,17,15,11,10,9,8,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00481_P005_T01-S006_MFG_R0678_LJ-20220525_LJ_stamp_2022_08_01_16_44,11,11,11,13,14,15,18,21,23,28,30,40,41,39,39,37,37,36,35,34,33,34,34,30,26,24,23,21,18,17,15,13,14,9,7,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00482_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_29_09_24,8,8,8,8,9,14,19,23,27,25,27,29,30,29,29,28,28,25,22,19,15,15,11,10,7,6,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00499_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_01_14_05,10,10,10,11,12,14,14,18,18,19,23,23,25,26,27,28,25,25,24,25,24,22,20,17,14,9,8,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00509_P005_T01-S006_MFG_R0678_LJ-20220525_YXQ_stamp_2022_08_01_17_07,8,8,8,8,11,14,16,18,19,18,19,23,23,24,27,26,28,28,31,30,30,30,30,29,27,26,26,24,23,18,17,16,13,9,7,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00514_P005_T01-S007_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_02_09_43,10,10,10,10,10,10,9,12,17,21,24,24,24,24,30,30,26,23,19,20,19,16,12,9,7,6,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
