Name,BrainRgn,Age,Sex,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
00191_P003_T01-S003_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_12_17_19.ano.eswc,IPL,49,F,2241,2463.01,6,39,82,44,270.946,307.726,135,2.68095,3151.48,27644.6,46290.7,176.82,216.743,7,0.921542,26.3171,0.997271,71.8045,55.492,1.08068
00193_P003_T01-S003_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_08_23_10_50.ano.eswc,IPL,49,F,2026,12.5664,8,36,78,43,269.72,309.974,111.778,1.99901,3251.28,20428.4,10214.2,206.67,242.328,7,0.911045,24.9615,1,69.5076,58.6723,1.09251
00198_P003_T01-S003_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_12_17_19.ano.eswc,IPL,49,F,2995,3216.99,9,59,125,67,312.63,312.017,110,2.5389,4321.45,36155.7,58303.2,207.437,241.395,7,0.924633,22.952,1.00033,64.0357,56.5826,1.0966
00202_P003_T01-S004_S(M)TG_R0460_WY-20220513_LJ_stamp_2022_08_30_10_29.ano.eswc,IPL,49,F,1425,12.5664,6,26,56,31,228.16,214.36,122,1.9986,1912.64,12017.5,6008.74,129.902,163.724,7,0.892825,24.4286,1,77.1944,64.3377,1.02978
00204_P003_T01-S004_S(M)TG_R0460_WY-20220513_LJ_stamp_2022_08_23_15_58.ano.eswc,IPL,49,F,2559,12.5664,7,43,91,49,229.284,230.46,125,1.99922,3423.3,21509.2,10754.6,153.971,180.356,7,0.902595,27.1099,1,68.6184,55.6806,1.1336
00205_P003_T01-S004_S(M)TG_R0460_WY-20220513_LJ_stamp_2022_08_23_15_59.ano.eswc,IPL,49,F,2130,12.5664,8,50,106,57,226.32,210.68,102,1.99906,3004.16,18875.7,9437.83,143.038,183.946,8,0.896581,19.0849,1,80.3803,66.7363,1.05677
00206_P003_T01-S004_S(M)TG_R0613_WY-20220513_LJ_stamp_2022_07_13_17_16.ano.eswc,IPL,49,F,2288,3216.99,8,49,104,56,297.918,299.144,130,2.24183,4117.22,32607.6,48286.2,196.732,228.799,7,0.914646,20.9904,0.954038,75.9538,59.3341,1.12352
00207_P003_T01-S004_S(M)TG_R0613_WY-20220513_LJ_stamp_2022_08_31_14_24.ano.eswc,IPL,49,F,2735,12.5664,8,69,144,76,306.606,307.113,138.875,2.05312,5316.23,37092.7,26902.4,189.426,218.891,8,0.924556,17.9861,1.127,73.8486,54.866,1.09581
00209_P003_T01-S004_S(M)TG_R0460_WY-20220513_LJ_stamp_2022_07_13_17_22.ano.eswc,IPL,49,F,2913,5541.77,7,60,125,66,235.009,224.94,124,2.05841,3961.66,27711.7,20304.9,159.288,208.662,8,0.894052,22.296,0.939021,71.9109,57.6023,1.13661
00211_P003_T01-S004_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_13_17_23.ano.eswc,IPL,49,F,2350,4071.5,8,51,108,58,312.017,312.406,132,2.2321,4202.19,34946,67251.4,187.596,229.263,8,0.922572,20.75,0.922258,68.9696,57.9571,1.08555
00215_P003_T01-S004_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_08_23_16_00.ano.eswc,IPL,49,F,1640,12.5664,8,31,68,38,266.655,240.909,157,1.99878,2634.93,16555.7,8277.86,156.333,179.777,5,0.886991,23.1029,1,78.5806,56.2972,1.06772
00216_P003_T01-S004_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_08_23_17_24.ano.eswc,IPL,49,F,1472,12.5664,9,30,67,38,193.708,232.94,118,1.99864,2408.38,15132.3,7566.16,136.848,169.617,5,0.899996,20.9552,1,59.4847,61.5693,1.05006
00224_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_13_17_23.ano.eswc,IPL,49,F,2209,2123.72,8,51,108,58,292.401,295.534,127,2.13053,4245.22,32612.2,36590.3,180.245,231.79,7,0.92399,19.4444,0.92571,70.4733,58.3357,1.10231
00225_P003_T01-S004_S(M)TG_R0460_WY-20220513_XJ_stamp_2022_08_23_17_25.ano.eswc,IPL,49,F,1566,12.5664,7,32,69,38,198.26,216.2,111,1.99872,2080.44,13071.8,6535.91,145.512,165.535,7,0.907447,21.6812,1,75.7476,56.8182,1.06559
00226_P003_T01-S004_S(M)TG_R0460_WY-20220513_XJ_stamp_2022_08_30_11_16.ano.eswc,IPL,49,F,1161,12.5664,8,26,58,33,172.04,177.1,95,1.99828,1535.09,9645.23,4822.61,144.684,172.445,6,0.892876,19,1,83.8708,61.0073,1.05656
00227_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_13_17_24.ano.eswc,IPL,49,F,4728,3216.99,11,111,231,121,312.63,309.565,180,2.08058,8001.12,56437.4,51555.5,210.894,276.276,8,0.911442,19.4632,0.970546,65.7344,50.2134,1.11761
00228_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_13_17_25.ano.eswc,IPL,49,F,3299,2463.01,10,67,142,76,307.113,291.788,189,2.12396,6354.79,46220.8,45919.2,181.611,239.931,10,0.922318,22.2254,0.991213,63.9596,57.5331,1.09309
00229_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_13_17_26.ano.eswc,IPL,49,F,4158,4071.5,6,85,176,92,297.85,313.243,214,2.0972,7688.83,53819.9,50505,221.839,275.667,9,0.921524,22.6193,0.947354,66.2557,57.3201,1.09538
00230_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_14_17_20.ano.eswc,IPL,49,F,3573,12.5664,9,73,153,81,311.404,305.887,183,2.06005,6113.57,45134.1,55434.9,180.589,237.2,9,0.911078,22.3464,1.26959,62.3684,48.7558,1.11065
00231_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_08_11_15_27.ano.eswc,IPL,49,F,2312,12.5664,9,55,118,64,270.946,276.204,145,1.99913,3861.98,24265.6,12132.8,158.791,186.342,7,0.914876,18.5847,1,83.205,63.2104,1.07679
00232_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_14_17_20.ano.eswc,IPL,49,F,3406,5026.55,14,85,183,99,309.565,311.404,167,2.23026,6270.78,52492.3,103405,174.76,206.429,7,0.916813,17.6066,0.926335,67.0864,51.7809,1.1243
00236_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_14_17_21.ano.eswc,IPL,49,F,3748,6082.12,11,67,144,78,313.243,312.63,151,2.26715,6765.9,59037.9,128329,212.089,242.803,6,0.928401,25.0208,0.931353,78.065,55.3211,1.12919
00237_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_14_17_22.ano.eswc,IPL,49,F,3762,3631.68,7,68,141,74,305.887,312.017,145,2.08379,6194.67,44542.3,50142.4,193.219,228.16,7,0.904362,25.6738,0.959141,80.2873,51.3215,1.09817
00238_P003_T01-S004_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_14_17_23.ano.eswc,IPL,49,F,3026,5026.55,10,43,94,52,312.017,313.243,196,2.18221,5516.63,44473.2,74673.4,208.222,231.554,6,0.924374,31.1809,0.91606,61.337,49.2151,1.07715
00240_P003_T01-S004_S(M)TG_R0919_WY-20220513_LJ_stamp_2022_07_14_17_24.ano.eswc,IPL,49,F,3376,4536.46,10,81,170,90,439.282,455.824,191,2.13477,8898.34,67320.5,76873.6,259.574,310.457,8,0.939071,18.8529,0.895279,59.4901,50.5342,1.09061
00241_P003_T01-S004_S(M)TG_R0613_WY-20220513_LJ_stamp_2022_08_31_14_54.ano.eswc,IPL,49,F,2969,2123.72,6,57,118,62,312.017,310.791,161,2.13574,5439.81,40247,40825.4,198.272,280.176,10,0.918519,24.1525,0.915657,62.5402,60.1204,1.07699
00242_P003_T01-S004_S(M)TG_R0613_WY-20220513_LJ_stamp_2022_07_14_17_28.ano.eswc,IPL,49,F,3836,2123.72,7,77,160,84,312.63,270.946,151.889,2.64129,5599.02,45546.7,75119.5,184.754,235.27,8,0.913144,22.9688,0.984689,76.5668,58.797,1.10943
00245_P003_T01-S004_S(M)TG_R0613_WY-20220513_LJ_stamp_2022_07_15_17_13.ano.eswc,IPL,49,F,3496,4071.5,7,63,131,69,310.791,277.076,154,2.59096,5273.29,43853.8,89873.8,194.571,222.85,8,0.915554,25.6794,1.0144,67.8724,53.1553,1.10718
00246_P003_T01-S004_S(M)TG_R0460_WY-20220513_LJ_stamp_2022_07_15_17_14.ano.eswc,IPL,49,F,3118,12.5664,10,60,129,70,226.32,233.68,148,1.99936,4091.38,25706.9,12853.4,176.279,210.968,6,0.887063,23.1628,1,77.3797,59.4113,1.1254
00247_P003_T01-S007_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_15_17_15.ano.eswc,IPL,49,F,2697,12.5664,10,30,69,40,311.404,309.361,131,2.50501,3930.7,33614.5,47256.9,209.743,238.216,5,0.918268,38.0725,1.7343,66.9015,54.301,1.08665
00248_P003_T01-S007_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_15_17_15.ano.eswc,IPL,49,F,2154,2827.43,7,38,81,44,300.37,284.432,109,2.50604,3271.36,25728.3,40642.5,204.381,232.548,8,0.931549,25.5802,0.936626,72.9458,59.4164,1.07022
00249_P003_T01-S007_S(M)TG_R0460_WY-20220513_YXQ_stamp_2022_07_15_17_16.ano.eswc,IPL,49,F,1495,12.5664,8,28,62,35,183.54,212.52,109,2.74916,1949.23,18377.8,52403.1,138.215,155.863,7,0.906318,23.0968,1.51328,79.8202,55.3836,1.05585
00250_P003_T01-S007_S(M)TG_R0613_WY-20220513_YXQ_stamp_2022_07_15_17_17.ano.eswc,IPL,49,F,2484,12.5664,11,33,75,43,311.404,303.435,127,2.3277,3683.42,29342.4,37657.6,211.264,253.445,6,0.918862,32.1067,1.56444,64.9064,53.9445,1.09825
00252_P003_T01-S007_S(M)TG_R0460_WY-20220513_XJ_stamp_2022_08_24_09_40.ano.eswc,IPL,49,F,1600,12.5664,8,30,66,37,216.66,147.66,106,1.99875,2262.79,14217.5,7108.75,136.614,185.057,5,0.902873,23.2273,1,72.3913,64.5851,1.07721
00253_P003_T01-S007_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_07_15_17_22.ano.eswc,IPL,49,F,1808,4536.46,7,40,85,46,309.565,277.28,95,2.2683,3132.29,28243.6,67439.9,186.729,256.52,13,0.914564,20.2588,0.887356,76.3306,59.7083,1.11285
00255_P003_T01-S007_S(M)TG_R0613_WY-20220513_XJ_stamp_2022_08_24_14_21.ano.eswc,IPL,49,F,1847,12.5664,8,34,74,41,255.621,283.206,132,1.99892,3246.69,20399.6,10199.8,168.492,231.743,6,0.904281,23.9459,1,62.6158,62.9215,1.12797
00256_P003_T01-S007_S(M)TG_R0613_WY-20220513_LJ_stamp_2022_08_11_16_22.ano.eswc,IPL,49,F,2304,12.5664,9,41,89,49,282.593,300.37,114,1.99913,3814.74,23968.7,11984.4,180.409,215.94,8,0.895849,24.8764,1,92.6798,67.7825,1.11008
00259_P003_T01-S007_S(M)TG_R0919_WY-20220513_LJ_stamp_2022_07_15_17_22.ano.eswc,IPL,49,F,1094,2123.72,10,33,74,42,401.603,315.217,128.667,2.23142,3703.23,29789.8,36823,224.039,289.457,11,0.942042,13.7703,0.877479,65.0481,61.2271,1.09278
00262_P003_T01-S007_S(M)TG_R0509_WY-20220513_YXQ_stamp_2022_07_18_17_11.ano.eswc,IPL,49,F,2510,5541.77,7,56,117,62,249.919,228.824,145,2.19464,3774.26,30333.5,60733.3,150.211,187.565,7,0.915611,20.4444,0.970518,78.4444,62.6458,1.06543
00263_P003_T01-S007_S(M)TG_R0678_WY-20220513_YXQ_stamp_2022_07_18_17_12.ano.eswc,IPL,49,F,4320,2827.43,7,102,209,108,346.458,343.068,198.898,2.07604,7552.03,53653,54687.1,219.307,273.963,9,0.918827,19.6651,0.954539,68.5692,55.4108,1.09096
00264_P003_T01-S007_S(M)TG_R0678_WY-20220513_YXQ_stamp_2022_07_18_17_13.ano.eswc,IPL,49,F,2441,2123.72,8,50,106,57,294.93,298.019,177,2.13162,4627.25,34745.8,36239.5,184.574,232.064,7,0.920582,22.0189,0.937114,79.762,57.7496,1.09782
00267_P003_T01-S007_S(M)TG_R0678_WY-20220513_XJ_stamp_2022_07_18_17_13.ano.eswc,IPL,49,F,3170,1520.53,10,66,141,76,318.66,341.712,182,2.12952,5931.72,45957.1,65074.4,210.457,241.441,7,0.920857,21.4752,0.947729,68.4278,48.9454,1.11018
00270_P003_T01-S007_S(M)TG_R0678_WY-20220513_XJ_stamp_2022_07_18_17_15.ano.eswc,IPL,49,F,2731,4071.5,9,71,149,79,284.76,252.894,161,2.18755,5078.09,42283.4,79012.3,175.032,222.091,7,0.920943,17.3221,0.964928,67.2845,53.3917,1.09485
00271_P003_T01-S007_S(M)TG_R0509_WY-20220513_XJ_stamp_2022_08_24_14_21.ano.eswc,IPL,49,F,1517,12.5664,8,36,78,43,153.718,178.659,136,1.99868,2212.07,13898.9,6949.43,105.131,138.546,7,0.898675,18.4359,1,85.8826,58.9341,1.06234
00272_P003_T01-S007_S(M)TG_R0509_WY-20220513_XJ_stamp_2022_07_18_17_16.ano.eswc,IPL,49,F,1596,2463.01,7,38,81,44,238.721,206.654,137,2.34807,2703.06,24441.6,56737.3,154.199,192.291,6,0.926551,18.6914,1.04001,64.1223,54.33,1.03697
00273_P003_T01-S007_S(M)TG_R0509_WY-20220513_XJ_stamp_2022_07_18_17_17.ano.eswc,IPL,49,F,1784,3631.68,7,36,77,42,238.721,214.798,160,2.19168,2923.29,23304.9,33447.6,191.039,217.378,6,0.920067,22.1558,0.932959,64.4746,56.827,1.0891
00274_P003_T01-S007_S(M)TG_R0678_WY-20220513_LJ_stamp_2022_07_18_17_18.ano.eswc,IPL,49,F,3246,2827.43,6,68,140,73,342.39,344.424,175,2.07473,5836.1,41108.2,40807.7,200.682,254.326,13,0.917545,22.1786,0.958178,75.1507,57.7979,1.08914
00275_P003_T01-S007_S(M)TG_R0678_WY-20220513_LJ_stamp_2022_07_05_17_23.ano.eswc,IPL,49,F,2737,3631.68,9,75,158,84,344.424,344.424,196.99,2.30025,6999.15,58013.1,90119.6,210.948,252.384,7,0.936923,16.3165,0.91368,63.1203,49.0639,1.09651
00276_P003_T01-S007_S(M)TG_R0678_WY-20220513_LJ_stamp_2022_07_19_16_07.ano.eswc,IPL,49,F,3017,3631.68,8,68,144,77,345.78,328.529,185,2.18971,6314.93,47351.4,56544.8,221.879,245.721,8,0.928304,19.9444,0.911157,67.3075,49.9244,1.07156
00278_P003_T01-S007_S(M)TG_R0678_WY-20220513_LJ_stamp_2022_07_19_16_08.ano.eswc,IPL,49,F,2282,2123.72,9,52,112,61,343.068,340.356,187,2.21353,5359.7,40906.4,48796.7,217.561,263.646,6,0.935121,19.3661,0.939301,75.4233,48.6087,1.09479
00280_P003_T01-S007_S(M)TG_R0678_WY-20220513_LJ_stamp_2022_07_19_16_09.ano.eswc,IPL,49,F,3083,12.5664,8,69,144,76,338.322,277.302,164,1.99935,5422.16,34068.4,17034.2,195.541,226.587,9,0.908697,20.4028,1,78.7999,55.9556,1.12323
00282_P003_T01-S007_S(M)TG_R0509_WY-20220513_LJ_stamp_2022_07_19_16_09.ano.eswc,IPL,49,F,2170,6082.12,10,32,72,41,259.081,253.991,122.778,2.34507,3576.28,32152.7,78042.5,177.54,211.843,5,0.91568,29.125,0.955433,62.4991,52.9583,1.11607
00285_P003_T01-S008_S(M)TG_R0509_WY-20220513_YXQ_stamp_2022_07_19_16_10.ano.eswc,IPL,49,F,923,8494.87,9,26,60,35,256.536,158.808,127,2.61516,1779.94,22343.1,99237.6,159.404,183.946,8,0.929862,14.3667,0.938284,59.9885,54.8414,1.09319
00289_P003_T01-S008_S(M)TG_R0509_WY-20220513_XJ_stamp_2022_08_24_14_22.ano.eswc,IPL,49,F,1509,12.5664,9,32,71,40,256.536,223.451,130,1.99867,2366.74,14870.7,7435.33,156.37,205.522,7,0.914203,20.2394,1,61.7793,53.1379,1.08188
00293_P004_T01-S001_IFG_R0509_GYC-20220523_LJ_stamp_2022_07_05_17_05.ano.eswc,IFG,71,F,918,10568.3,8,27,61,35,192.402,203.6,72,2.65475,1512.64,17607.2,70995.2,123.957,157.092,7,0.920843,14.0328,0.87565,91.4781,65.3637,1.05169
00294_P004_T01-S001_IFG_R0509_GYC-20220523_LJ_stamp_2022_08_31_13_53.ano.eswc,IFG,71,F,841,12.5664,7,31,68,38,176.44,198.51,65,2.26063,1508.46,14339.8,28144,131.164,149.313,7,0.923211,11.3529,1.63524,77.708,57.3862,1.07655
00295_P004_T01-S004_IFG_R0509_LJ-20220525_LJ_stamp_2022_07_05_17_09.ano.eswc,IFG,71,F,1304,2827.43,12,29,68,40,176.114,191.893,90,2.42714,2147.06,21772.1,61406.5,140.862,178.917,6,0.911082,18.1618,0.855516,70.233,54.1041,1.08275
00296_P004_T01-S004_IFG_R0509_LJ-20220525_LJ_stamp_2022_07_05_17_11.ano.eswc,IFG,71,F,590,4071.5,8,22,50,29,135.394,116.561,62.811,2.91915,1119.15,17082.9,67302.4,89.4317,97.1882,6,0.923703,10.78,0.865349,73.2232,60.3887,1.06884
00299_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_08_31_14_56.ano.eswc,MFG,36,F,1388,12.5664,11,25,59,35,244.829,210.726,106,1.99856,2197.87,13809.6,6904.81,147.288,192.05,6,0.915932,22.5085,1,63.5824,58.0495,1.04627
00302_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_07_21_17_07.ano.eswc,MFG,36,F,2368,12.5664,11,55,119,65,245.847,260.099,102,1.99916,4221.6,26525.1,13262.5,193.961,252.403,8,0.908599,18.8908,1,75.1933,59.4654,1.12098
00309_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_07_25_15_12.ano.eswc,MFG,36,F,2692,12.5664,12,45,100,56,259.081,255.009,98,1.99926,4081.59,25645.4,12822.7,179.396,229.473,8,0.894539,25.91,1,80.2919,55.5357,1.12457
00310_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_07_25_15_13.ano.eswc,MFG,36,F,2785,12.5664,10,43,94,52,259.081,257.045,140,1.99928,4205.22,26422.2,13211.1,172.163,252.89,8,0.894866,28.617,1,86.954,64.081,1.10564
00311_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_07_25_15_15.ano.eswc,MFG,36,F,2408,12.5664,10,48,104,57,258.572,258.063,140,1.99917,3649.47,22930.3,11465.1,182.075,244.279,7,0.905952,22.1442,1,85.0071,67.4414,1.08852
00312_P005_T01-S001_MFG_R0678_GYC-20220525_GYC_stamp_2022_07_25_15_16.ano.eswc,MFG,36,F,3136,12.5664,8,66,139,74,331.542,328.83,157,1.99936,5480.66,34436,17218,220.136,277.005,9,0.908565,21.554,1,92.4797,69.1382,1.10626
00313_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_07_25_15_17.ano.eswc,MFG,36,F,3493,12.5664,9,61,129,69,259.59,258.063,134,1.99943,5137.15,32277.7,16138.8,183.103,226.739,9,0.905419,26.0698,1,92.1981,65.4332,1.12668
00314_P005_T01-S001_MFG_R0678_GYC-20220525_GYC_stamp_2022_07_25_17_11.ano.eswc,MFG,36,F,2373,12.5664,8,45,96,52,301.71,326.118,121,1.99916,4186.35,26303.6,13151.8,208.424,253.25,8,0.913879,23.7083,1,86.199,62.6608,1.10131
00315_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_07_21_17_08.ano.eswc,MFG,36,F,3448,12.5664,16,66,148,83,255.541,260.099,143.889,1.99942,4970.67,31231.6,15615.8,164.869,219.623,8,0.906103,22.2905,1,70.6679,62.6025,1.13333
00316_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_07_25_17_18.ano.eswc,MFG,36,F,3170,12.5664,13,75,161,87,258.572,255.518,127,1.99937,4753.76,29868.8,14934.4,183.135,232.62,10,0.910537,18.6832,1,76.0539,62.6456,1.1138
00317_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_07_25_17_12.ano.eswc,MFG,36,F,2561,12.5664,8,44,94,51,259.081,258.063,110,1.99922,3572.57,22447.1,11223.6,185.607,237.566,6,0.892789,26.234,1,95.8782,72.5478,1.11236
00318_P005_T01-S001_MFG_R0509_GYC-20220525_GYC_stamp_2022_07_25_17_13.ano.eswc,MFG,36,F,2908,12.5664,8,45,96,52,258.572,259.081,125,1.99931,4021.39,25267.2,12633.6,168.967,236.655,10,0.886262,29.2812,1,80.8365,72.9449,1.10868
00320_P005_T01-S003_MFG_R0678_LJ-20220525_GSX_stamp_2022_07_26_15_45.ano.eswc,MFG,36,F,2624,12.5664,12,61,132,72,231.123,338.322,127,1.99924,4717.62,29641.7,14820.8,214.691,260.401,10,0.913698,18.8712,1,88.0486,62.345,1.12325
00322_P005_T01-S003_MFG_R0509_LJ-20220525_GSX_stamp_2022_08_31_14_29.ano.eswc,MFG,36,F,3010,12.5664,10,56,120,65,258.572,257.045,125,1.99934,4414.04,27734.2,13867.1,167.241,208.567,8,0.901222,24.075,1,79.5493,56.8377,1.13184
00325_P005_T01-S003_MFG_R0509_LJ-20220525_GSX_stamp_2022_07_26_16_34.ano.eswc,MFG,36,F,983,12.5664,7,20,45,26,243.811,207.672,73.86,1.99797,1569.13,9859.1,4929.55,145.649,186.461,6,0.900417,20.8222,1,85.7753,61.3062,1.04256
00326_P005_T01-S003_MFG_R0509_LJ-20220525_GSX_stamp_2022_07_21_17_09.ano.eswc,MFG,36,F,1962,12.5664,15,39,91,53,237.194,251.446,116.512,1.99898,3355.19,21081.3,10540.7,149.848,184.918,5,0.907512,20.5495,1,69.3295,59.2846,1.16772
00328_P005_T01-S003_MFG_R0509_LJ-20220525_GSX_stamp_2022_07_26_17_03.ano.eswc,MFG,36,F,1310,12.5664,10,44,96,53,258.063,237.194,111,1.99847,2899.72,18219.5,9109.73,152.097,216.507,8,0.9252,12.6354,1,78.5029,57.4043,1.08903
00329_P005_T01-S003_MFG_R0509_LJ-20220525_GSX_stamp_2022_07_21_17_10.ano.eswc,MFG,36,F,2341,12.5664,11,55,119,65,257.01,251.955,127,1.99915,3729.01,23430.1,11715,151.347,204.023,8,0.91276,18.6639,1,88.3959,62.3756,1.12514
00331_P005_T01-S003_MFG_R0509_LJ-20220525_GSX_stamp_2022_07_21_17_11.ano.eswc,MFG,36,F,1532,12.5664,11,33,75,43,256.027,191.328,103,1.99869,2565.3,16118.3,8059.14,156.87,176.912,8,0.909228,19.4133,1,86.2119,75.2336,1.11808
00333_P005_T01-S016_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_08_56.ano.eswc,MFG,36,F,1696,12.5664,10,36,80,45,257.554,229.559,74,1.99882,2742.67,17232.7,8616.35,150.919,194.203,6,0.917048,20.1875,1,68.0295,54.7001,1.11196
00334_P005_T01-S016_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_22_17_17.ano.eswc,MFG,36,F,1349,12.5664,12,30,70,41,230.068,156.79,70.778,1.99852,2110.83,13262.7,6631.36,131.714,178.375,5,0.896719,18.2571,1,84.64,58.8722,1.14167
00341_P005_T01-S016_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_22_17_18.ano.eswc,MFG,36,F,1349,12.5664,12,21,52,32,185.04,195.23,66,1.99852,2051.39,12889.3,6444.64,115.28,139.4,5,0.887782,24.9231,1,80.9767,76.7632,1.07594
00342_P005_T01-S016_MFG_R0678_LJ-20220525_LJ_stamp_2022_07_26_17_04.ano.eswc,MFG,36,F,1518,12.5664,15,26,65,40,265.776,306.833,80,1.99868,2965.33,18631.7,9315.85,163.686,216.742,5,0.898933,22.3385,1,71.9493,59.0188,1.10621
00345_P005_T01-S016_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_22_17_19.ano.eswc,MFG,36,F,1214,12.5664,8,25,56,32,180.186,217.343,91,1.99835,2006.62,12608,6303.99,142.241,177.33,7,0.908602,20.6607,1,73.5692,59.4054,1.08063
00348_P005_T01-S016_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_22_17_20.ano.eswc,MFG,36,F,1140,12.5664,7,21,47,27,192.911,177.641,72,1.99825,1782.11,11197.3,5598.65,124.814,163.095,9,0.901952,23.234,1,57.9861,51.3455,1.07256
00361_P005_T01-S009_MFG_R0509_LJ-20220525_YXQ_stamp_2022_08_30_14_20.ano.eswc,MFG,36,F,1237,12.5664,8,27,60,34,201.564,217.852,90,1.99838,2034.95,12786,6392.99,142.866,187.576,8,0.920122,19.6,1,79.7645,60.3211,1.0501
00368_P005_T01-S009_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_27_11_12.ano.eswc,MFG,36,F,1842,12.5664,11,42,93,52,236.685,218.87,142,1.99891,3096.67,19456.9,9728.47,138.806,165.785,9,0.911633,18.7957,1,75.9239,57.1439,1.10971
00373_P005_T01-S009_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_22_17_20.ano.eswc,MFG,36,F,1173,12.5664,11,31,72,42,241.775,237.194,110,1.99829,2579.87,16209.8,8104.9,131.734,161.34,8,0.908387,15.2778,1,83.6838,71.3155,1.08874
00374_P005_T01-S005_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_44.ano.eswc,MFG,36,F,2039,12.5664,12,70,150,81,246.865,234.14,88,1.99902,3889.96,24441.3,12220.7,170.593,194.487,8,0.918152,12.5867,1,79.2509,59.4859,1.1265
00375_P005_T01-S005_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_46.ano.eswc,MFG,36,F,1472,12.5664,12,46,102,57,258.063,253.991,106,1.99864,3318.61,20851.4,10425.7,167.111,198.653,10,0.924558,13.4216,1,84.0472,62.3973,1.10837
00376_P005_T01-S005_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_17_04.ano.eswc,MFG,36,F,2105,12.5664,10,55,118,64,218.87,248.901,92,1.99905,3101.65,19488.3,9744.14,152.578,192.746,8,0.921842,16.8305,1,81.7832,64.0749,1.08786
00378_P005_T01-S005_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_17_05.ano.eswc,MFG,36,F,1185,12.5664,7,48,101,54,212.762,225.487,112.933,1.99831,2848.87,17900,8949.98,156.561,192.985,7,0.931401,10.7228,1,71.1461,65.5148,1.12054
00379_P005_T01-S005_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_47.ano.eswc,MFG,36,F,1783,12.5664,9,50,107,58,244.829,250.937,115,1.99888,2746.08,17254.1,8627.06,143.557,173.649,6,0.917488,15.6542,1,67.447,54.7688,1.0489
00381_P005_T01-S005_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_21_16_35.ano.eswc,MFG,36,F,2219,12.5664,11,49,108,60,229.559,243.302,114,1.9991,3179.16,19975.2,9987.61,165.729,213.462,6,0.899544,19.537,1,77.6179,59.5917,1.11142
00382_P005_T01-S005_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_21_16_36.ano.eswc,MFG,36,F,1220,12.5664,9,28,63,36,173.569,203.6,91,1.99836,1904.25,11964.7,5982.37,143.472,168.932,6,0.897713,18.3492,1,79.7976,61.3707,1.13013
