,Orientation,BrainRgn,Age,Sex,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,mean_Nodes,mean_SomaSurface,mean_Stems,mean_Bifurcations,mean_Branches,mean_Tips,mean_OverallWidth,mean_OverallHeight,mean_OverallDepth,mean_AverageDiameter,mean_Length,mean_Surface,mean_Volume,mean_MaxEuclideanDistance,mean_MaxPathDistance,mean_MaxBranchOrder,mean_AverageContraction,mean_AverageFragmentation,mean_AverageParent-daughterRatio,mean_AverageBifurcationAngleLocal,mean_AverageBifurcationAngleRemote,mean_HausdorffDimension,median_Nodes,median_SomaSurface,median_Stems,median_Bifurcations,median_Branches,median_Tips,median_OverallWidth,median_OverallHeight,median_OverallDepth,median_AverageDiameter,median_Length,median_Surface,median_Volume,median_MaxEuclideanDistance,median_MaxPathDistance,median_MaxBranchOrder,median_AverageContraction,median_AverageFragmentation,median_AverageParent-daughterRatio,median_AverageBifurcationAngleLocal,median_AverageBifurcationAngleRemote,median_HausdorffDimension
00433_P005_T01-S004_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_01_16_43,B,MFG,36,F,1791,12.5664,10,39,87,49,307.812,242.72400000000002,108.0,1.99888,3300.25,20736.1,10368.0,207.39700000000002,242.62599999999998,6,0.922633,19.5747,1.0,76.8588,59.8379,1.10984,1754.1666666666667,12.5664,8.5,40.666666666666664,88.16666666666667,48.5,333.6161666666667,256.6568333333333,103.29633333333334,1.9988399999999997,3274.556666666667,20574.649999999998,10287.328333333333,219.14283333333333,249.33533333333332,7.833333333333333,0.9255058333333334,18.930433333333337,1.0,75.5329,59.74228333333334,1.0991716666666667,1827.5,12.5664,9.0,41.0,89.0,49.5,313.236,256.74199999999996,104.5,1.998905,3295.65,20707.199999999997,10353.6,209.06850000000003,234.82600000000002,8.0,0.923513,19.523600000000002,1.0,76.08535,60.3488,1.10385
00434_P005_T01-S004_MFG_R0678_LJ-20220525_XJ_stamp_2022_08_01_16_43,B,MFG,36,F,1943,12.5664,14,36,85,50,332.898,241.368,133.0,1.9989700000000001,3507.14,22036.0,11018.0,179.398,236.942,9,0.9179280000000001,21.8471,1.0,84.8117,67.0357,1.09792,2041.8333333333333,12.5664,13.333333333333334,39.666666666666664,91.0,52.333333333333336,323.519,289.054,132.66666666666666,1.9990183333333331,3778.831666666667,23743.100000000002,11871.550000000001,199.09983333333332,243.73766666666666,8.166666666666666,0.918523,21.93301666666667,1.0,84.34221666666667,66.03446666666666,1.1022566666666667,2009.0,12.5664,12.5,40.5,91.5,52.0,328.83000000000004,289.167,132.5,1.999005,3773.075,23706.95,11853.5,197.629,238.70300000000003,8.5,0.9162110000000001,20.875999999999998,1.0,84.46705,65.977,1.0987200000000001
00435_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_15_48,B,MFG,36,F,966,12.5664,9,21,49,29,195.965,188.33,58.0,1.99793,1481.47,9308.38,4654.19,150.19799999999998,178.975,7,0.8975290000000001,18.6939,1.0,79.939,74.2916,1.14188,1079.5,12.5664,8.666666666666666,22.5,51.666666666666664,30.166666666666668,194.9848333333333,184.16416666666666,77.66666666666667,1.99808,1692.9383333333333,10637.055000000002,5318.525,130.29683333333332,160.99233333333333,6.0,0.8960235000000001,19.749,1.0,83.76418333333334,70.98543333333333,1.1131849999999999,1025.5,12.5664,9.0,21.5,51.5,30.5,195.2015,188.925,75.5,1.9980449999999998,1553.42,9760.415,4880.205,128.928,162.05599999999998,6.0,0.8983650000000001,18.931849999999997,1.0,80.9066,72.3298,1.110845
00436_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_15_49,T,MFG,36,F,1070,12.5664,9,23,53,31,186.803,136.412,76.0,1.99813,1590.84,9995.53,4997.76,107.816,148.017,5,0.8902200000000001,19.1698,1.0,80.8365,72.7223,1.06202,1167.0,12.5664,9.166666666666666,25.333333333333332,57.833333333333336,33.5,189.3375,166.94916666666668,77.5,1.9982233333333335,1706.9383333333333,10725.018333333333,5362.505,115.28018333333334,145.54283333333333,5.166666666666667,0.8961436666666667,19.246733333333335,1.0,84.0935,69.91471666666666,1.0647133333333334,1170.5,12.5664,9.0,24.0,54.0,31.5,185.92149999999998,169.82,76.5,1.9982799999999998,1697.48,10665.565,5332.79,114.0325,145.1055,5.0,0.8959335,18.5071,1.0,84.18035,70.0145,1.063915
00437_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_15_50,B,MFG,36,F,1840,12.5664,8,42,90,49,253.99099999999999,251.446,84.0,1.99891,2675.18,16808.7,8404.33,159.6,194.84799999999998,6,0.898759,19.4333,1.0,90.9556,78.5475,1.09617,1808.6666666666667,12.5664,9.333333333333334,38.0,83.66666666666667,46.666666666666664,242.1018333333333,233.49049999999997,94.16666666666667,1.9988566666666667,2749.3266666666664,17274.533333333333,8637.275,171.04899999999998,204.88733333333334,6.5,0.9015486666666668,20.46705,1.0,88.3473,73.50188333333334,1.1034266666666666,1730.5,12.5664,9.0,37.5,83.0,46.0,251.4085,245.84699999999998,97.0,1.998845,2705.67,17000.25,8500.115,167.596,197.204,6.0,0.901996,19.423299999999998,1.0,86.6456,72.52545,1.104265
00438_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_15_51,T,MFG,36,F,1813,12.5664,10,24,56,33,190.36599999999999,255.518,80.0,1.9989,2654.16,16676.6,8338.28,136.562,165.972,5,0.894357,31.3571,1.0,90.4567,60.9193,1.12636,1586.0,12.5664,9.5,27.0,61.5,35.5,212.38766666666666,235.174,86.46966666666667,1.9987066666666664,2398.725,15071.633333333331,7535.818333333334,143.8965,170.2195,5.333333333333333,0.8976131666666668,25.599833333333333,1.0,86.17773333333332,61.690700000000014,1.10879,1625.5,12.5664,10.0,27.0,62.0,36.0,215.54250000000002,253.991,86.40899999999999,1.998765,2488.9449999999997,15638.5,7819.26,139.9955,168.68200000000002,5.5,0.8966175000000001,24.2745,1.0,86.6272,61.42305,1.1194099999999998
00439_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_26_15_52,B,MFG,36,F,1238,12.5664,9,24,55,32,218.361,208.18099999999998,71.0,1.9983799999999998,1898.28,11927.3,5963.64,139.499,156.879,6,0.912017,21.4909,1.0,83.3789,61.6902,1.15428,1247.5,12.5664,9.333333333333334,26.5,60.333333333333336,34.833333333333336,206.59416666666667,203.562,82.0,1.9983699999999998,1915.6200000000001,12036.186666666666,6018.098333333332,141.4685,165.80066666666667,5.666666666666667,0.908395,19.68488333333333,1.0,84.89001666666665,61.84966666666667,1.1328333333333331,1229.0,12.5664,9.0,26.0,59.0,34.0,214.289,206.54000000000002,82.5,1.99837,1904.75,11967.85,5983.9400000000005,139.56799999999998,160.85750000000002,6.0,0.9109175,19.6008,1.0,84.93844999999999,61.53045,1.130785
00440_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_42,T,MFG,36,F,2599,12.5664,10,58,124,67,252.97299999999998,250.937,97.0,1.9992299999999998,3921.47,24639.3,12319.7,174.831,214.055,8,0.9030959999999999,19.9516,1.0,85.9278,65.0356,1.14466,2843.0,12.5664,10.5,60.833333333333336,130.5,70.66666666666667,254.66383333333332,253.99099999999999,118.66666666666667,1.9992866666666664,4263.923333333333,26791.033333333336,13395.516666666668,169.90066666666667,217.66366666666667,8.833333333333334,0.9076021666666666,20.837133333333334,1.0,87.22853333333335,63.12875,1.1188466666666665,2727.5,12.5664,10.5,59.0,125.5,68.0,254.99149999999997,253.7365,127.0,1.99927,4036.4300000000003,25361.6,12680.85,169.9115,218.4495,9.0,0.9074255,19.91675,1.0,88.5375,63.5595,1.1202450000000002
00441_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_43,T,MFG,36,F,2019,12.5664,12,36,82,47,253.99099999999999,213.271,94.0,1.99901,2876.23,18071.9,9035.96,140.871,185.05700000000002,5,0.8866649999999999,23.6098,1.0,84.4668,68.1039,1.1332799999999998,1866.3333333333333,12.5664,10.666666666666666,33.666666666666664,76.0,43.333333333333336,242.0376666666667,223.34333333333336,100.5,1.998915,2734.39,17180.666666666668,8590.343333333332,143.7805,183.99033333333333,5.666666666666667,0.8972435,23.751783333333336,1.0,86.69648333333333,67.39473333333333,1.1179350000000001,1899.0,12.5664,11.0,35.0,79.0,44.0,248.392,218.87,95.5,1.998945,2784.06,17492.75,8746.39,145.8605,186.73950000000002,6.0,0.8975435,22.8049,1.0,87.26419999999999,68.26495,1.123535
00442_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_43,B,MFG,36,F,1374,12.5664,8,26,58,33,233.122,186.803,78.0,1.9985400000000002,2043.11,12837.3,6418.63,149.09799999999998,194.747,6,0.893726,22.6724,1.0,88.9568,68.8711,1.0549600000000001,1411.0,12.5664,8.833333333333334,29.0,65.0,37.0,222.47733333333335,195.3425,82.83333333333333,1.9985783333333333,2065.231666666667,12976.233333333335,6488.123333333333,143.66133333333332,173.0755,6.0,0.8966253333333333,21.01655,1.0,89.04691666666668,67.14285,1.064195,1421.5,12.5664,9.0,30.0,67.0,38.0,225.7615,185.0215,82.5,1.998595,2095.2250000000004,13164.650000000001,6582.344999999999,143.9425,171.261,6.0,0.8956365,20.81925,1.0,87.64775,67.24835,1.061905
00443_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_43,B,MFG,36,F,2020,12.5664,9,34,75,42,258.572,247.37400000000002,95.0,1.99901,3059.21,19221.6,9610.8,187.829,214.291,5,0.9082629999999999,25.92,1.0,81.8735,58.6705,1.1063100000000001,1945.6666666666667,12.5664,10.0,31.0,70.33333333333333,40.333333333333336,253.68016666666662,253.79,104.16666666666667,1.9989416666666668,3054.26,19190.483333333334,9595.241666666667,185.1113333333333,220.7433333333333,5.833333333333333,0.9010231666666666,26.543583333333334,1.0,85.77176666666666,59.659333333333336,1.1169966666666669,1997.5,12.5664,9.5,33.5,75.0,42.5,253.22750000000002,250.1735,106.0,1.999,3064.96,19257.699999999997,9628.86,186.017,212.15449999999998,5.5,0.901536,25.83735,1.0,85.9131,59.013999999999996,1.1135549999999999
00444_P005_T01-S006_MFG_R0509_LJ-20220525_YXQ_stamp_2022_07_27_16_44,B,MFG,36,F,1427,12.5664,9,29,65,37,198.00099999999998,222.942,64.0,1.9986,2122.5,13336.1,6668.04,133.88299999999998,160.298,5,0.9026049999999999,20.9385,1.0,95.2944,70.553,1.04944,1334.6666666666667,12.5664,8.666666666666666,28.5,63.666666666666664,36.166666666666664,208.9428333333333,195.60816666666665,76.83333333333333,1.9984716666666664,1978.7766666666666,12433.041666666666,6216.516666666666,133.76,165.43966666666668,5.833333333333333,0.9020718333333333,19.948466666666665,1.0,89.96333333333332,68.35351666666666,1.0616233333333334,1400.5,12.5664,8.5,28.5,65.0,37.5,211.857,199.2735,79.5,1.99857,2082.805,13086.7,6543.335,134.9825,161.16000000000003,6.0,0.9012229999999999,20.333550000000002,1.0,89.1488,68.64855,1.0522
00445_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_27_16_44,T,MFG,36,F,981,12.5664,9,22,51,30,194.438,146.592,89.0,1.99796,1476.48,9277.02,4638.51,134.911,157.077,6,0.9019739999999999,18.2157,1.0,91.2094,66.0271,1.1775799999999998,1098.0,12.5664,8.333333333333334,25.333333333333332,57.0,32.666666666666664,190.456,170.04666666666665,94.33333333333333,1.998083333333333,1709.6916666666666,10742.291666666666,5371.149999999999,127.23118333333332,156.54833333333335,5.666666666666667,0.9006335,18.101,1.0,88.34981666666665,66.34933333333333,1.1223483333333333,1100.5,12.5664,9.0,25.0,57.0,33.0,191.63850000000002,176.11399999999998,93.5,1.99816,1710.125,10745.0,5372.51,128.928,162.05599999999998,6.0,0.899818,18.282449999999997,1.0,90.80455,65.56155000000001,1.1209099999999999
00448_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_08_01_16_43,T,MFG,36,F,1587,12.5664,9,45,99,55,203.035,183.24,102.0,1.9987400000000002,2425.84,15242.0,7620.99,113.67,257.42900000000003,13,0.916436,15.0202,1.0,84.1142,69.2248,1.04797,1711.8333333333333,12.5664,7.666666666666667,48.166666666666664,103.0,55.833333333333336,216.47583333333338,208.20066666666665,100.97116666666666,1.9988133333333333,2488.1749999999997,15633.683333333332,7816.835,137.38899999999998,216.20766666666668,11.333333333333334,0.910425,15.658183333333334,1.0,82.30648333333333,67.67856666666667,1.0798933333333334,1807.0,12.5664,8.5,48.0,102.5,55.5,213.95,211.54000000000002,101.0,1.9988899999999998,2528.29,15885.75,7942.865,137.589,210.463,11.0,0.9123635000000001,15.27535,1.0,82.67484999999999,67.21105,1.06636
00450_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_26_17_07,B,MFG,36,F,591,12.5664,8,16,38,23,185.27599999999998,172.551,79.956,1.99662,1408.99,8852.93,4426.46,131.02100000000002,147.562,5,0.924889,14.5263,1.0,78.6913,69.1604,1.04722,765.3333333333334,12.5664,7.166666666666667,21.166666666666668,48.333333333333336,28.166666666666668,177.62583333333336,173.50133333333335,80.3165,1.9972183333333333,1371.5366666666666,8617.62,4308.808333333333,122.88566666666668,141.38616666666667,5.5,0.9214671666666668,14.879733333333334,1.0,80.65048333333333,68.045,1.0548283333333333,722.5,12.5664,7.5,23.0,51.0,29.0,183.1835,166.952,80.97800000000001,1.99714,1389.815,8732.48,4366.24,122.275,142.1805,5.5,0.9208890000000001,15.210650000000001,1.0,80.9064,68.4512,1.054235
00453_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_28_09_36,T,MFG,36,F,1082,12.5664,10,32,72,41,137.939,159.317,106.0,1.99815,1645.53,10339.2,5169.58,99.8026,136.41299999999998,6,0.904803,14.0139,1.0,80.5124,61.5069,1.07218,1086.6666666666667,12.5664,9.166666666666666,30.666666666666668,69.0,39.333333333333336,146.29083333333332,169.98366666666666,100.66666666666667,1.9980866666666666,1661.7983333333334,10441.4,5220.696666666667,115.60543333333334,138.13116666666667,6.166666666666667,0.9042968333333334,14.645733333333334,1.0,80.1348,60.09315,1.0732333333333333,1043.5,12.5664,9.5,32.0,71.0,40.0,139.84,166.721,100.0,1.9980799999999999,1622.475,10194.35,5097.16,115.406,138.10399999999998,6.0,0.9041490000000001,14.22825,1.0,80.5612,60.78775,1.0766200000000001
00470_P005_T01-S005_MFG_R0509_LJ-20220525_XJ_stamp_2022_07_26_17_07,B,MFG,36,F,1534,12.5664,10,48,104,57,155.754,162.371,122.0,1.9987,2354.9,14796.3,7398.14,100.31700000000001,124.655,6,0.8958389999999999,13.7404,1.0,70.7112,62.5402,1.06589,1410.6666666666667,12.5664,9.5,42.666666666666664,93.0,51.333333333333336,163.69516666666667,173.16333333333333,102.65749999999998,1.9985516666666665,2097.798333333333,13180.883333333331,6590.428333333333,112.96409999999999,139.46066666666667,6.5,0.9051471666666666,14.201516666666665,1.0,78.04585,61.337300000000006,1.0791016666666666,1442.0,12.5664,10.0,45.5,99.0,54.5,158.7,170.2,99.5,1.99861,2143.42,13467.55,6733.76,111.54050000000001,141.6465,6.0,0.9034145,14.32735,1.0,79.54455,62.02355,1.0792350000000002
00471_P005_T01-S005_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_29_09_21,T,MFG,36,F,1537,12.5664,9,31,70,40,240.757,248.90099999999998,118.0,1.9987,2446.61,15372.5,7686.24,154.59799999999998,188.887,5,0.907169,20.9429,1.0,82.9838,62.2651,1.12035,1460.0,12.5664,9.166666666666666,27.666666666666668,62.833333333333336,36.166666666666664,226.68716666666668,252.8706666666667,103.33333333333333,1.9985916666666668,2288.2633333333333,14377.566666666666,7188.788333333334,156.331,183.02316666666664,5.166666666666667,0.9072001666666667,22.821466666666666,1.0,83.52231666666667,63.273166666666675,1.1087683333333334,1450.0,12.5664,9.0,29.0,65.5,37.5,228.5955,253.42950000000002,108.0,1.998615,2331.2250000000004,14647.5,7323.755,156.194,184.993,5.0,0.9084935000000001,21.328400000000002,1.0,82.69284999999999,62.93825,1.12094
00479_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_29_09_22,B,MFG,36,F,2167,12.5664,7,46,98,53,249.919,249.41,149.0,1.99908,3147.11,19773.9,9886.94,157.414,198.192,8,0.9096790000000001,21.101999999999997,1.0,79.5075,67.0742,1.11578,2272.3333333333335,12.5664,7.5,48.0,101.66666666666667,54.666666666666664,250.25833333333335,248.22233333333338,148.33333333333334,1.9991199999999998,3379.648333333333,21234.95,10617.473333333333,166.93816666666666,208.49383333333336,7.666666666666667,0.9068798333333333,21.36723333333333,1.0,81.99118333333334,65.12866666666667,1.0939249999999998,2285.0,12.5664,7.0,47.0,99.5,54.0,253.73650000000004,253.48200000000003,147.5,1.9991249999999998,3418.1549999999997,21476.9,10738.45,165.5325,200.72750000000002,7.5,0.9067434999999999,21.00645,1.0,81.332,65.48435,1.09511
00480_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_01_16_44,B,MFG,36,F,2196,12.5664,9,47,102,56,258.063,256.536,106.0,1.9990900000000003,3121.63,19613.8,9806.9,145.71,184.399,9,0.9051319999999999,20.5196,1.0,90.7738,61.5887,1.12121,2450.3333333333335,12.5664,9.666666666666666,48.5,105.0,57.5,252.70916666666668,250.937,100.83333333333333,1.9991750000000001,3597.5516666666667,22604.083333333332,11302.016666666665,155.3456666666667,197.45449999999997,8.5,0.9006738333333333,22.44905,1.0,88.70178333333332,60.76565,1.1340983333333332,2428.5,12.5664,9.0,48.5,104.5,57.0,255.00900000000001,254.7545,100.0,1.999175,3454.615,21706.0,10852.95,158.44150000000002,196.14600000000002,9.0,0.9027224999999999,23.18525,1.0,88.6266,60.47665000000001,1.13323
00481_P005_T01-S006_MFG_R0678_LJ-20220525_LJ_stamp_2022_08_01_16_44,B,MFG,36,F,2942,12.5664,11,75,160,86,288.828,319.33799999999997,136.0,1.99932,5255.2,33019.4,16509.7,195.55200000000002,252.36,8,0.9273520000000001,17.3813,1.0,83.0741,58.9914,1.1092799999999998,2928.6666666666665,12.5664,11.0,70.66666666666667,150.5,80.83333333333333,305.75283333333334,308.91366666666664,137.66666666666666,1.9993066666666668,5188.964999999999,32603.25,16301.616666666667,197.45033333333336,247.89083333333338,9.0,0.9184233333333333,18.4823,1.0,81.24146666666667,60.22463333333334,1.1160316666666665,2805.5,12.5664,11.5,73.0,155.0,82.5,303.3295,312.558,136.5,1.999285,4881.54,30671.65,15335.8,193.94600000000003,250.59199999999998,8.5,0.9185135,18.8874,1.0,81.76965,60.319,1.1140400000000001
00482_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_29_09_24,B,MFG,36,F,1991,12.5664,8,47,100,54,245.338,240.757,152.0,1.999,3038.46,19091.2,9545.6,146.411,176.113,7,0.9200149999999999,18.9,1.0,80.8567,61.5214,1.10942,2112.0,12.5664,8.666666666666666,48.5,104.0,56.5,249.43633333333332,242.67766666666668,143.3245,1.9990483333333333,3284.8133333333335,20639.116666666665,10319.556666666667,149.45816666666667,182.56716666666668,7.166666666666667,0.9121566666666667,19.31396666666667,1.0,81.20046666666667,64.57348333333334,1.1081433333333333,2079.0,12.5664,9.0,47.0,100.5,55.0,247.883,245.08350000000002,145.0,1.99904,3259.13,20477.75,10238.869999999999,151.37650000000002,181.4755,7.0,0.9117190000000001,18.744999999999997,1.0,80.2005,64.67605,1.1065550000000002
00484_P005_T01-S006_MFG_R0678_LJ-20220525_LJ_stamp_2022_08_01_16_45,T,MFG,36,F,2683,12.5664,12,61,132,72,315.27,315.27,157.0,1.99925,4845.01,30442.1,15221.0,203.855,251.862,7,0.9174180000000001,19.3182,1.0,84.0265,65.0387,1.12384,2656.1666666666665,12.5664,10.333333333333334,61.666666666666664,132.16666666666666,71.5,295.9345,321.03299999999996,142.16666666666666,1.9992333333333334,4790.591666666667,30100.166666666668,15050.066666666668,210.23816666666667,256.3310000000001,8.166666666666666,0.9175040000000001,19.1034,1.0,85.67828333333334,64.84541666666667,1.1187083333333334,2707.0,12.5664,10.5,59.5,127.5,69.5,295.5705,320.01599999999996,146.5,1.99926,4839.9,30410.0,15204.95,209.03,252.111,8.0,0.9172655000000001,18.61365,1.0,84.64005,64.1894,1.113455
00485_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_29_09_25,T,MFG,36,F,1853,12.5664,8,45,96,52,239.23,196.47400000000002,109.0,1.99892,2717.75,17076.1,8538.05,139.997,180.773,6,0.9063479999999999,18.2917,1.0,79.8979,66.3529,1.03996,1683.1666666666667,12.5664,8.333333333333334,40.833333333333336,88.16666666666667,48.333333333333336,222.79916666666668,194.66033333333334,99.5,1.9987899999999998,2428.6066666666666,15259.383333333337,7629.688333333334,135.94050000000001,170.97183333333336,6.666666666666667,0.9003503333333333,18.080183333333334,1.0,82.11888333333334,67.0879,1.0580500000000002,1591.5,12.5664,8.5,41.5,89.0,48.5,227.4305,199.2735,99.0,1.998745,2300.21,14452.650000000001,7226.325000000001,138.71300000000002,178.942,6.5,0.899528,18.2314,1.0,82.0614,66.5446,1.05953
00487_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_07_29_10_13,T,MFG,36,F,1621,12.5664,13,42,95,54,205.127,206.145,85.0,1.9987700000000002,2626.02,16499.8,8249.9,134.526,154.42,6,0.9094620000000001,16.0526,1.0,75.6665,62.7332,1.05512,1625.6666666666667,12.5664,11.666666666666666,40.333333333333336,90.66666666666667,51.333333333333336,199.32816666666668,208.6783333333333,88.83333333333333,1.99876,2515.0616666666665,15802.599999999999,7901.295000000001,128.66233333333332,150.1225,6.166666666666667,0.908509,16.939033333333334,1.0,77.46323333333332,59.56998333333334,1.0740299999999998,1623.5,12.5664,12.0,42.0,94.5,53.0,199.7825,209.199,88.5,1.9987700000000002,2544.4049999999997,15986.95,7993.475,129.68200000000002,150.01749999999998,6.0,0.908997,16.8759,1.0,77.02510000000001,59.46115,1.074395
00488_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_01_09_34,T,MFG,36,F,1875,12.5664,7,47,99,53,253.854,256.536,122.0,1.9989299999999999,2806.18,17631.8,8815.88,152.09,199.745,9,0.9099219999999999,17.9293,1.0,79.2629,62.2614,1.09372,1875.8333333333333,12.5664,5.833333333333333,46.166666666666664,96.33333333333333,51.166666666666664,242.10316666666668,231.12733333333333,118.5,1.9989216666666667,2703.7449999999994,16988.149999999998,8494.066666666668,153.20116666666667,209.61116666666666,11.5,0.9102925000000001,18.4971,1.0,81.50543333333333,65.07428333333333,1.08674,1876.0,12.5664,6.0,45.5,95.5,51.0,234.6,229.31,119.5,1.9989299999999999,2700.98,16970.75,8485.38,156.675,209.67149999999998,12.0,0.9113505,18.3012,1.0,80.7085,62.5172,1.0939450000000002
00489_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_01_16_45,T,MFG,36,F,2385,12.5664,9,35,77,43,257.55400000000003,259.08099999999996,124.0,1.9991599999999998,3370.31,21176.3,10588.1,177.655,210.018,6,0.892192,29.961,1.0,88.9892,65.0193,1.11145,2338.0,12.5664,9.5,37.833333333333336,83.33333333333333,46.5,256.536,252.5676666666666,121.16666666666667,1.9991366666666666,3382.863333333334,21255.15,10627.573333333334,166.9718333333333,214.21483333333333,6.0,0.8936499999999999,27.05368333333333,1.0,89.44368333333334,66.10513333333334,1.108925,2408.0,12.5664,9.5,37.5,82.0,45.5,257.55400000000003,253.5385,124.0,1.99917,3437.98,21601.5,10800.7,165.7155,209.406,6.0,0.8941574999999999,26.656299999999998,1.0,89.11635,66.17585,1.111615
00490_P005_T01-S006_MFG_R0678_LJ-20220525_LJ_stamp_2022_08_02_17_05,A,MFG,36,F,2580,12.5664,9,46,99,54,300.35400000000004,336.966,153.0,1.99922,4404.11,27671.8,13835.9,232.43200000000002,299.248,9,0.9095979999999999,25.0505,1.0,81.6693,60.5446,1.0881,2567.8333333333335,12.5664,8.833333333333334,48.333333333333336,103.66666666666667,56.333333333333336,305.99100000000004,324.4891666666667,142.66666666666666,1.99922,4534.225,28489.366666666665,14244.683333333332,217.21183333333332,268.03833333333336,8.833333333333334,0.9134455,23.949833333333334,1.0,85.86186666666667,61.45696666666666,1.0978866666666667,2606.0,12.5664,9.0,45.5,99.0,54.5,302.01149999999996,323.406,145.5,1.99923,4523.645,28422.9,14211.45,215.2555,265.01599999999996,9.0,0.913771,24.3794,1.0,86.735,61.6027,1.098395
00494_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_01_09_33,T,MFG,36,F,1271,12.5664,9,31,69,39,218.078,183.24,87.0,1.99843,1804.12,11335.6,5667.82,141.912,171.959,6,0.899841,17.4058,1.0,86.3387,64.8778,1.04345,1132.8333333333333,12.5664,8.5,26.333333333333332,59.333333333333336,34.0,192.60016666666664,159.77066666666667,82.0,1.9981816666666667,1617.8933333333334,10165.506666666666,5082.756666666667,125.62485,156.7125,5.5,0.8968018333333334,18.089433333333332,1.0,85.10020000000002,67.37196666666667,1.0625766666666667,1115.5,12.5664,9.0,25.5,56.5,32.0,182.4115,166.75,82.0,1.998205,1562.965,9820.380000000001,4910.1849999999995,127.3485,159.988,5.5,0.8953610000000001,18.00775,1.0,85.7534,67.39795000000001,1.06378
00495_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_01_09_29,T,MFG,36,F,1472,12.5664,11,36,82,47,241.266,231.08599999999998,151.963,1.9986400000000002,2701.29,16972.7,8486.35,154.19,199.75599999999997,6,0.915645,16.939,1.0,71.0234,60.1681,1.10497,1425.8333333333333,12.5664,10.5,34.666666666666664,78.0,44.333333333333336,253.12383333333335,232.71433333333331,136.60866666666666,1.9985466666666667,2745.94,17253.233333333334,8626.619999999999,162.34233333333336,198.88400000000001,6.333333333333333,0.9133766666666666,17.23408333333333,1.0,69.90211666666667,58.7646,1.08571,1490.5,12.5664,10.0,35.5,80.5,46.0,251.757,237.0255,134.84449999999998,1.9986550000000003,2802.4049999999997,17608.0,8804.01,163.7525,204.74200000000002,6.5,0.9147100000000001,16.71,1.0,70.21555000000001,58.7555,1.08328
00496_P005_T01-S006_MFG_R0509_LJ-20220525_LJ_stamp_2022_08_01_09_39,T,MFG,36,F,1533,12.5664,11,38,85,48,247.88299999999998,206.65400000000002,103.0,1.9987,2513.61,15793.5,7896.73,144.549,190.176,6,0.9191799999999999,17.0235,1.0,74.5361,69.6295,1.10975,1351.8333333333333,12.5664,10.666666666666666,36.0,81.16666666666667,46.166666666666664,238.66116666666665,212.54233333333335,103.969,1.998435,2480.345,15584.466666666667,7792.2300000000005,142.05766666666668,171.275,7.166666666666667,0.9167223333333333,15.634113333333334,1.0,81.14588333333334,69.9156,1.0991250000000001,1515.5,12.5664,11.0,36.0,81.0,46.0,242.5385,205.447,106.5,1.9986800000000002,2539.455,15955.9,7977.9349999999995,143.5655,168.20600000000002,7.5,0.916083,16.15065,1.0,82.0918,70.0372,1.099245
