,Orientation,BrainRgn,Age,Sex,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,mean_Nodes,mean_SomaSurface,mean_Stems,mean_Bifurcations,mean_Branches,mean_Tips,mean_OverallWidth,mean_OverallHeight,mean_OverallDepth,mean_AverageDiameter,mean_Length,mean_Surface,mean_Volume,mean_MaxEuclideanDistance,mean_MaxPathDistance,mean_MaxBranchOrder,mean_AverageContraction,mean_AverageFragmentation,mean_AverageParent-daughterRatio,mean_AverageBifurcationAngleLocal,mean_AverageBifurcationAngleRemote,mean_HausdorffDimension,median_Nodes,median_SomaSurface,median_Stems,median_Bifurcations,median_Branches,median_Tips,median_OverallWidth,median_OverallHeight,median_OverallDepth,median_AverageDiameter,median_Length,median_Surface,median_Volume,median_MaxEuclideanDistance,median_MaxPathDistance,median_MaxBranchOrder,median_AverageContraction,median_AverageFragmentation,median_AverageParent-daughterRatio,median_AverageBifurcationAngleLocal,median_AverageBifurcationAngleRemote,median_HausdorffDimension
01530_P014_T01-S019_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_12_16_58,T,MFG,34,M,1542,12.5664,10,30,68,39,199.18,197.8,87.0,1.9987,2220.0,13948.7,6974.35,144.957,172.43900000000002,9,0.9067149999999999,21.6618,1.0,80.8958,62.04,1.12602,1339.5,12.5664,9.666666666666666,28.0,63.833333333333336,36.833333333333336,213.81133333333335,189.654,87.5,1.9984549999999999,2064.5733333333333,12972.12,6486.055,142.177,171.46550000000002,8.166666666666666,0.9072071666666668,19.929216666666665,1.0,83.1371,63.20544999999999,1.1320016666666666,1346.0,12.5664,9.5,28.0,64.5,37.5,213.524,195.73000000000002,88.0,1.9985,2094.3450000000003,13159.15,6579.575,141.6755,167.0875,8.0,0.9079125,20.59565,1.0,83.39505,62.158649999999994,1.1292499999999999
01535_P018_T01-S009_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_12_16_59,B,PL,41,F,1615,12.5664,6,38,82,45,296.692,274.624,95.0,1.9987599999999999,2817.03,17699.9,8849.96,158.18200000000002,236.113,7,0.9213389999999999,18.6829,1.0,77.414,59.5072,1.10971,1530.8333333333333,12.5664,6.333333333333333,35.5,76.0,41.5,325.5755,291.90866666666665,98.5,1.998685,2924.351666666667,18374.233333333334,9187.126666666667,193.51916666666668,233.9751666666667,7.166666666666667,0.9234490000000001,19.255916666666668,1.0,75.97994999999999,57.89611666666667,1.0896133333333333,1497.5,12.5664,6.5,36.5,78.0,42.0,308.339,283.91949999999997,98.5,1.99866,2939.66,18470.4,9235.215,193.64,233.11599999999999,7.0,0.9214720000000001,19.048099999999998,1.0,76.69045,57.65565,1.09434
01537_P018_T01-S009_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_12_16_59,T,PL,41,F,1500,12.5664,9,39,85,47,243.97400000000002,297.305,107.0,1.9986700000000002,2653.06,16669.7,8334.83,183.74099999999999,224.37099999999998,8,0.9174610000000001,16.6353,1.0,92.7375,61.3695,1.10416,1327.1666666666667,12.5664,7.833333333333333,35.0,76.0,42.0,262.8878333333333,285.7341666666667,105.66666666666667,1.9984433333333333,2559.565,16082.249999999998,8041.115000000001,181.9718333333333,224.95266666666666,8.166666666666666,0.9197161666666668,16.5289,1.0,87.07844999999999,61.715450000000004,1.0918366666666668,1404.0,12.5664,8.5,35.0,74.0,40.0,257.46000000000004,300.67650000000003,108.5,1.998575,2568.4849999999997,16138.3,8069.13,180.9705,225.4955,8.0,0.9186205000000001,16.701349999999998,1.0,86.83709999999999,61.540800000000004,1.095205
01538_P018_T01-S009_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_12_16_59,B,PL,41,F,1399,12.5664,12,32,74,43,168.82,229.54,99.0,1.9985700000000002,2171.06,13641.2,6820.58,129.438,148.041,6,0.908532,17.8919,1.0,78.3837,59.9644,1.07402,1308.6666666666667,12.5664,11.333333333333334,30.333333333333332,70.5,41.166666666666664,170.5571666666667,212.68233333333333,85.31483333333334,1.9984600000000003,2020.4766666666665,12695.016666666668,6347.508333333334,126.09116666666665,147.61833333333334,5.333333333333333,0.9062336666666667,17.586166666666667,1.0,81.87855,59.03809999999999,1.068605,1346.5,12.5664,11.0,31.0,72.0,42.0,172.26999999999998,208.3255,79.0,1.9985150000000003,2057.425,12927.15,6463.58,127.24699999999999,149.9355,5.0,0.9069935,17.29205,1.0,83.57395,58.85365,1.0651000000000002
01541_P018_T01-S009_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_18_09_12,T,PL,41,F,1371,12.5664,9,27,62,36,163.76,223.56,89.0,1.9985400000000002,1964.44,12342.9,6171.47,139.834,166.447,5,0.892819,21.0968,1.0,78.5456,56.0929,1.08165,1384.3333333333333,12.5664,8.833333333333334,29.5,66.0,37.5,183.20583333333335,211.53366666666668,91.5,1.9985333333333333,2025.0433333333333,12723.704999999996,6361.855,141.0375,172.504,5.666666666666667,0.8976111666666667,19.910666666666668,1.0,79.5209,57.75578333333333,1.092255,1363.0,12.5664,9.0,29.0,65.5,37.5,177.64100000000002,210.82,92.5,1.9985300000000001,1968.1750000000002,12366.4,6183.205,140.825,171.486,6.0,0.898433,19.6781,1.0,79.3224,57.8476,1.08172
01545_P018_T01-S023_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_21_26,T,PL,41,F,1342,12.5664,4,44,90,47,180.32,235.06,92.855,1.9985099999999998,2184.44,13725.2,6862.62,137.755,177.734,8,0.907912,13.9,1.0,80.8237,60.7232,1.05665,1263.1666666666667,12.5664,4.5,44.833333333333336,92.66666666666667,48.833333333333336,186.28283333333331,222.927,92.1425,1.9983983333333333,2081.651666666667,13079.4,6539.705000000001,143.00316666666666,176.09050000000002,7.833333333333333,0.9090178333333334,12.6699,1.0,82.3396,60.916000000000004,1.069135,1251.5,12.5664,4.0,45.5,93.5,49.0,185.55849999999998,221.03,93.42750000000001,1.9984000000000002,2140.1400000000003,13446.900000000001,6723.45,142.0315,172.25,8.0,0.909559,12.462900000000001,1.0,82.03685,60.9037,1.0682650000000002
01548_P018_T01-S023_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_25_17_11,T,PL,41,F,929,12.5664,7,24,53,30,207.92,158.7,82.0,1.99785,1397.01,8777.69,4388.84,117.249,136.799,6,0.922824,16.5094,1.0,75.9791,68.3308,1.06427,752.5,12.5664,6.833333333333333,20.666666666666668,46.833333333333336,27.166666666666668,176.74800000000002,161.66416666666666,76.98316666666666,1.9971949999999998,1295.7116666666666,8141.195,4070.596666666667,120.46633333333334,140.71599999999998,5.166666666666667,0.9195001666666668,15.099816666666667,1.0,81.79341666666667,69.30499999999999,1.054805,722.5,12.5664,7.0,23.0,51.0,29.0,180.55,160.0265,80.97800000000001,1.99714,1389.815,8732.48,4366.24,115.017,140.3065,5.0,0.9203300000000001,15.65285,1.0,80.9064,68.866,1.054235
01549_P018_T01-S023_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_26_10_07,T,PL,41,F,909,12.5664,6,27,58,32,137.08,183.54,109.87700000000001,1.9978,1412.84,8877.11,4438.55,123.87200000000001,135.661,7,0.9137799999999999,14.6552,1.0,83.4808,60.8427,1.0548,870.6666666666666,12.5664,6.5,26.333333333333332,58.0,32.666666666666664,144.64399999999998,165.37033333333332,95.43816666666667,1.9976033333333332,1409.3200000000004,8855.019999999999,4427.508333333333,112.54100000000001,133.6595,6.333333333333333,0.9100441666666667,14.263251666666667,1.0,82.79005,61.342033333333326,1.0509516666666667,927.5,12.5664,6.5,25.5,56.5,32.0,140.3,163.53,98.96350000000001,1.997845,1425.6399999999999,8957.545,4478.77,110.52250000000001,134.2595,6.5,0.9093119999999999,13.99905,1.0,82.34925,60.586,1.0529549999999999
01550_P018_T01-S023_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_30_14_52,T,PL,41,F,1047,12.5664,5,29,61,33,200.56,162.38,101.0,1.9980900000000001,1517.52,9534.88,4767.44,145.013,169.707,6,0.9118809999999999,16.1475,1.0,82.7021,65.4676,1.03683,879.1666666666666,12.5664,6.833333333333333,23.166666666666668,51.333333333333336,29.166666666666668,172.54516666666666,164.46166666666667,97.8,1.9976416666666665,1360.6983333333335,8549.528333333334,4274.761666666666,126.30733333333335,159.23999999999998,5.166666666666667,0.9118685000000001,16.235416666666666,1.0,85.96973333333334,69.2616,1.038875,900.0,12.5664,7.0,24.5,54.5,31.0,162.00349999999997,161.86649999999997,98.0,1.9977749999999999,1410.53,8862.625,4431.3150000000005,126.5355,160.4645,5.0,0.9114059999999999,16.6192,1.0,85.9404,69.45665,1.03883
01551_P018_T01-S023_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_30_15_10,T,PL,41,F,847,12.5664,5,22,47,26,179.86,131.56,81.0,1.99764,1219.12,7659.93,3829.97,100.946,133.168,6,0.89618,17.0,1.0,81.426,61.1333,1.0715299999999999,1057.5,12.5664,6.666666666666667,25.333333333333332,55.666666666666664,31.333333333333332,190.09933333333333,163.14666666666668,82.31483333333334,1.9980416666666667,1530.7716666666668,9618.111666666668,4809.053333333334,112.96435000000001,140.8545,6.5,0.9029173333333333,17.925066666666666,1.0,80.32135,60.825516666666665,1.065145,1043.0,12.5664,6.5,24.0,53.5,30.5,191.82,162.38,81.9445,1.998045,1518.12,9538.605,4769.305,115.78900000000002,143.85000000000002,6.5,0.9030205,17.7163,1.0,80.31635,60.6954,1.067695
01552_P018_T01-S023_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_25_09_13,T,PL,41,F,1190,12.5664,7,26,57,32,203.32,199.64,92.0,1.99832,1773.07,11140.5,5570.25,124.214,144.768,8,0.905466,19.8596,1.0,75.1289,62.8954,1.05441,1182.6666666666667,12.5664,6.666666666666667,27.166666666666668,59.166666666666664,33.0,194.90649999999997,193.62683333333334,89.64816666666667,1.9982716666666667,1762.7033333333331,11075.388333333334,5537.693333333334,123.0865,153.04500000000002,7.166666666666667,0.9034663333333333,18.96945,1.0,77.92036666666665,61.40173333333333,1.0645066666666667,1239.5,12.5664,6.5,26.5,58.5,33.0,191.82,197.33999999999997,91.0,1.998385,1838.4650000000001,11551.400000000001,5775.71,124.70849999999999,150.29450000000003,7.0,0.9039725000000001,19.1089,1.0,78.57185,60.6954,1.06321
01557_P018_T01-S012_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_25_09_13,T,PL,41,F,1451,12.5664,9,31,69,39,204.24,212.98,119.0,1.99862,2143.42,13467.5,6733.74,147.596,203.688,7,0.8935069999999999,20.0145,1.0,82.9358,56.5243,1.0996299999999999,1365.8333333333333,12.5664,8.666666666666666,27.166666666666668,61.166666666666664,35.0,185.19066666666666,209.35616666666667,101.16666666666667,1.9985183333333334,1968.4866666666667,12368.338333333333,6184.176666666666,144.46183333333332,178.65266666666665,6.0,0.8918109999999998,21.41055,1.0,82.23276666666668,58.864533333333334,1.0899133333333333,1375.5,12.5664,9.0,27.0,62.0,36.0,179.9345,215.74,93.0,1.998545,1934.345,12153.8,6076.92,144.078,175.7345,6.0,0.8928475,20.55565,1.0,81.36670000000001,59.096000000000004,1.09064
01559_P018_T01-S012_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_25_09_13,T,PL,41,F,1827,12.5664,8,45,96,52,204.24,217.58,124.0,1.99891,2621.25,16469.8,8234.91,173.519,217.785,10,0.910907,18.0208,1.0,88.9698,61.0998,1.0573299999999999,1748.6666666666667,12.5664,7.666666666666667,42.333333333333336,90.66666666666667,49.333333333333336,234.9435,223.30999999999997,117.33333333333333,1.9988450000000002,2620.931666666667,16467.816666666666,8233.906666666668,167.40266666666665,211.78233333333336,10.666666666666666,0.9108956666666667,18.23515,1.0,86.80456666666667,63.43336666666667,1.0780333333333332,1796.0,12.5664,8.0,43.0,91.0,49.0,235.618,215.4255,115.5,1.99889,2622.795,16479.5,8239.765,173.747,215.4055,10.0,0.9111715,18.3104,1.0,86.76235,61.3547,1.0838450000000002
01560_P018_T01-S012_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_25_09_14,T,PL,41,F,1779,12.5664,11,26,61,36,233.68,198.26,120.0,1.99888,2381.63,14964.2,7482.1,134.845,176.607,6,0.898617,28.1475,1.0,88.5215,70.9477,1.1360700000000001,1720.6666666666667,12.5664,10.5,26.5,61.5,36.0,232.15300000000002,231.87433333333334,104.66666666666667,1.9987916666666667,2513.9533333333334,15795.616666666667,7897.818333333333,143.82983333333334,178.894,5.166666666666667,0.9031004999999999,27.39251666666667,1.0,90.46573333333333,70.0179,1.1188,1775.0,12.5664,10.5,27.0,63.0,37.0,232.76,234.79200000000003,108.0,1.998875,2431.5950000000003,15278.150000000001,7639.07,144.703,175.901,5.5,0.900149,27.26455,1.0,89.8441,69.07905,1.123535
01561_P018_T01-S012_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_25_09_17,A,PL,41,F,2632,12.5664,10,45,99,55,281.367,309.565,149.0,1.9992400000000001,4438.77,27889.6,13944.8,211.394,258.003,10,0.9117350000000001,25.5758,1.0,88.8159,57.653999999999996,1.0901299999999998,2600.8333333333335,12.5664,9.0,49.0,105.5,57.5,300.17966666666666,311.64849999999996,145.0,1.99923,4529.828333333334,28461.75,14230.883333333333,207.38433333333333,260.3781666666667,9.166666666666666,0.9122043333333334,23.817700000000002,1.0,85.15421666666667,58.54835,1.0941583333333336,2606.0,12.5664,9.0,49.0,105.0,57.5,303.405,311.707,145.5,1.99923,4523.645,28422.9,14211.45,205.99450000000002,253.0745,9.0,0.9126989999999999,24.2314,1.0,85.4205,58.177,1.094965
01564_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_25_09_18,A,PL,41,F,1263,12.5664,9,24,55,32,216.66,222.64,102.0,1.99842,1956.03,12290.1,6145.05,147.859,177.65900000000002,8,0.909906,21.9455,1.0,73.8864,67.178,1.07407,1192.8333333333333,12.5664,8.0,24.833333333333332,55.666666666666664,31.833333333333332,195.674,212.7485,90.074,1.9983083333333334,1810.6933333333334,11376.93,5688.465,139.2831666666667,167.40366666666668,7.166666666666667,0.9071191666666668,20.380266666666667,1.0,75.55626666666667,65.29916666666666,1.075945,1228.0,12.5664,8.0,25.5,56.5,32.0,199.64249999999998,219.99149999999997,91.5,1.99837,1833.635,11521.05,5760.535,141.2425,170.3025,7.0,0.907034,20.50535,1.0,74.50765,64.01230000000001,1.06532
01566_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_25_09_18,T,PL,41,F,1611,12.5664,11,35,79,45,194.58,207.0,106.0,1.9987599999999999,2258.9,14193.1,7096.55,124.40100000000001,147.614,6,0.8967870000000001,19.3797,1.0,87.9581,61.9778,1.05386,1415.0,12.5664,10.333333333333334,32.166666666666664,72.83333333333333,41.666666666666664,184.82333333333335,193.40116666666668,95.45116666666667,1.9985683333333337,2117.2183333333332,13302.85,6651.435000000001,122.23633333333332,149.6345,5.666666666666667,0.9006673333333333,18.46525,1.0,88.01303333333333,60.32796666666667,1.0688816666666667,1414.5,12.5664,10.5,31.5,71.5,41.0,191.70950000000002,197.00799999999998,99.4445,1.998585,2121.625,13330.55,6665.280000000001,120.0295,150.251,6.0,0.900866,18.048099999999998,1.0,87.73375,60.3691,1.062275
01570_P018_T01-S023_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_26_13_42,A,PL,41,F,2518,12.5664,8,54,116,63,309.565,310.178,138.0,1.99921,4727.31,29702.6,14851.3,197.585,248.146,10,0.914632,20.6983,1.0,83.57,56.7915,1.09455,2729.1666666666665,12.5664,7.833333333333333,60.833333333333336,128.0,68.16666666666667,313.1098333333333,317.17783333333335,140.5,1.9992566666666667,4980.97,31296.350000000002,15648.166666666666,210.40750000000003,251.79016666666666,10.833333333333334,0.9142621666666666,20.308033333333334,1.0,83.51428333333332,57.4309,1.100195,2521.0,12.5664,8.0,59.0,124.0,66.0,310.4845,312.385,140.0,1.99921,4667.915000000001,29329.4,14664.7,216.3895,253.75150000000002,11.0,0.9137445,20.720950000000002,1.0,84.04894999999999,57.77635,1.1032199999999999
01571_P018_T01-S023_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_21_45,T,PL,41,F,1464,12.5664,6,50,104,55,256.847,275.85,102.0,1.99863,2811.89,17667.6,8833.8,178.315,212.29,8,0.921819,13.0673,1.0,74.1812,56.9975,1.07735,1561.0,12.5664,6.166666666666667,54.166666666666664,113.66666666666667,60.5,274.32533333333333,270.9681666666667,112.16666666666667,1.9987116666666669,3129.0516666666667,19660.399999999998,9830.196666666665,179.0335,206.045,9.0,0.9279835,12.910556666666666,1.0,73.92129999999999,56.20745,1.0914666666666668,1501.0,12.5664,6.0,52.0,109.5,58.5,273.7045,276.7695,111.5,1.9986700000000002,2977.875,18710.5,9355.265,179.1575,201.159,9.0,0.929198,13.29435,1.0,73.43045000000001,56.423550000000006,1.0872950000000001
01572_P018_T01-S023_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_26_14_40,T,PL,41,F,2234,12.5664,5,51,107,57,306.5,310.791,101.0,1.9991,3936.04,24730.9,12365.4,199.365,293.632,9,0.911111,19.8692,1.0,76.4962,56.0926,1.13147,2302.1666666666665,12.5664,6.333333333333333,52.5,110.83333333333333,59.333333333333336,305.2918333333334,298.55799999999994,115.98716666666667,1.9991066666666668,4288.123333333334,26943.083333333332,13471.549999999997,195.02833333333334,250.04433333333336,8.833333333333334,0.9115716666666667,19.669216666666667,1.0,79.12138333333333,58.111,1.1115483333333334,2196.5,12.5664,6.0,51.5,107.5,57.0,304.661,310.4845,108.4615,1.999085,3989.725,25068.2,12534.099999999999,194.425,242.0865,8.5,0.91169,20.283749999999998,1.0,78.52875,57.81915,1.1091199999999999
01573_P018_T01-S023_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_26_15_55,T,PL,41,F,1447,12.5664,6,47,99,53,246.426,277.689,90.0,1.99862,2565.31,16118.3,8059.15,163.168,181.585,10,0.9242600000000001,13.6061,1.0,80.7936,59.5441,1.0838,1398.8333333333333,12.5664,5.166666666666667,51.666666666666664,107.16666666666667,56.5,236.23016666666663,263.5855,89.57183333333334,1.99849,2577.6766666666667,16196.016666666665,8098.005000000001,166.52833333333336,194.641,10.166666666666666,0.9238276666666666,11.951495,1.0,79.87085,59.859183333333334,1.0857516666666667,1455.5,12.5664,5.5,51.0,105.0,55.0,238.213,275.237,89.5,1.998625,2535.92,15933.65,7966.815,169.8375,192.7455,10.0,0.9239085,12.26,1.0,79.8007,60.52675,1.081345
01574_P019_T03-S004_SFG_R0460_GYC-20220711_LJ_stamp_2022_08_26_17_02,B,SFG,67,F,1368,12.5664,11,32,74,43,175.72,188.6,76.0,1.9985400000000002,2052.85,12898.4,6449.21,121.63799999999999,141.395,5,0.9078639999999999,17.473,1.0,87.5094,58.8114,1.06434,1235.1666666666667,12.5664,10.833333333333334,30.833333333333332,71.0,41.166666666666664,175.96016666666665,197.17016666666666,83.64816666666667,1.9982983333333335,1945.0100000000002,12220.849999999999,6110.426666666666,125.9205,146.786,5.333333333333333,0.9065233333333333,16.213466666666665,1.0,85.5416,59.119699999999995,1.063785,1250.0,12.5664,11.0,31.0,72.0,42.0,180.7865,196.60899999999998,79.5,1.998395,2006.955,12610.05,6305.025,127.309,146.82850000000002,5.0,0.9066339999999999,16.7661,1.0,84.6853,59.046350000000004,1.062275
01576_P019_T03-S004_SFG_R0613_GYC-20220711_LJ_stamp_2022_08_29_09_49,T,SFG,67,F,2339,12.5664,8,71,149,79,236.005,281.98,116.0,1.9991400000000001,3920.88,24635.6,12317.8,181.27200000000002,215.96,8,0.922847,14.6913,1.0,75.4951,57.8767,1.13837,2474.5,12.5664,8.833333333333334,77.5,162.83333333333334,86.33333333333333,280.11883333333327,294.926,129.33333333333334,1.999185,4407.408333333334,27692.56666666667,13846.283333333335,186.934,235.53650000000002,9.5,0.9240631666666667,14.19505,1.0,72.86065,58.180666666666674,1.1138933333333334,2523.0,12.5664,9.0,78.5,164.5,87.0,287.698,304.32050000000004,128.0,1.999205,4508.04,28324.85,14162.4,181.77800000000002,230.7695,9.5,0.923158,14.318850000000001,1.0,75.93865,59.17275,1.11508
01579_P019_T03-S004_SFG_R0460_GYC-20220711_LJ_stamp_2022_08_30_16_48,B,SFG,67,F,1872,12.5664,7,47,99,53,224.48,195.04,75.0,1.9989299999999999,2587.22,16256.0,8127.99,132.67,152.874,7,0.9129870000000001,17.899,1.0,68.3366,51.7095,1.09958,1684.1666666666667,12.5664,7.5,45.833333333333336,97.33333333333333,52.5,220.16866666666667,214.4911666666667,88.5,1.9987966666666663,2561.6216666666664,16095.133333333333,8047.570000000001,138.73566666666667,161.79433333333336,6.5,0.9181278333333335,16.332150000000002,1.0,71.04624999999999,52.89648333333333,1.1080766666666666,1746.0,12.5664,7.0,46.5,98.5,53.0,223.32999999999998,213.2575,87.5,1.9988549999999998,2635.56,16559.7,8279.855,139.8765,163.687,6.5,0.916736,16.30285,1.0,69.0882,52.5169,1.1155599999999999
01581_P019_T03-S004_SFG_R0460_GYC-20220711_LJ_stamp_2022_08_29_14_55,B,SFG,67,F,3256,12.5664,10,71,151,81,233.88099999999997,235.06,120.0,1.9993900000000002,4635.78,29127.5,14563.7,158.215,200.207,7,0.9005709999999999,20.5563,1.0,72.041,49.7451,1.14211,3075.1666666666665,546.6370000000001,10.166666666666666,69.0,146.33333333333334,78.33333333333333,259.536,257.3395,126.33333333333333,2.0128150000000002,4802.41,31201.899999999998,19490.399999999998,167.825,206.69833333333335,7.333333333333333,0.9073183333333334,20.09561666666667,0.995091,73.60105,53.74059999999999,1.1195499999999998,2797.0,12.5664,10.0,59.5,126.5,68.5,258.4875,255.2635,120.5,1.999285,4435.0650000000005,27866.300000000003,13933.150000000001,162.728,195.1745,7.5,0.9082875,19.7316,1.0,73.3477,53.21615,1.128325
01583_P018_T01-S012_SPL_R0613_LJ-20220728_LJ_stamp_2022_08_27_22_17,T,SFG,41,F,1573,12.5664,6,42,88,47,277.689,288.11,126.0,1.99873,2873.84,18056.9,9028.43,159.554,184.113,8,0.9237120000000001,16.8636,1.0,74.3823,57.7781,1.09071,1510.0,12.5664,6.0,41.333333333333336,87.33333333333333,47.0,297.5745,297.17350000000005,117.0,1.998655,2930.735,18414.350000000002,9207.183333333332,190.22800000000004,223.996,8.166666666666666,0.9246120000000001,16.43681666666667,1.0,70.90825,57.2412,1.082165,1518.5,12.5664,6.0,40.0,84.5,46.0,272.4785,298.531,118.5,1.9986799999999998,2929.82,18408.6,9204.3,186.28050000000002,227.289,8.0,0.924898,16.7055,1.0,71.91815,57.29005,1.085395
01584_P018_T01-S012_SPL_R0613_LJ-20220728_LJ_stamp_2022_08_31_14_17,T,PL,41,F,1145,12.5664,6,33,70,38,263.59,274.624,103.95,1.99825,2159.39,13567.8,6783.91,171.873,187.80200000000002,9,0.915855,15.3429,1.0,77.0206,66.2955,1.07756,1188.1666666666667,12.5664,6.5,31.5,68.16666666666667,37.666666666666664,272.0398333333333,248.46400000000003,106.31466666666667,1.9983050000000002,2326.0616666666665,14615.08333333333,7307.545000000001,169.11266666666666,201.88899999999998,8.833333333333334,0.9157588333333334,16.508616666666665,1.0,80.50263333333332,66.63708333333334,1.0839416666666668,1182.5,12.5664,6.5,33.0,70.5,38.5,275.237,247.039,103.975,1.998305,2247.1549999999997,14119.3,7059.655,171.52100000000002,197.3055,9.0,0.9169309999999999,16.00685,1.0,77.87645,66.20855,1.084265
01585_P018_T01-S012_SPL_R0613_LJ-20220728_LJ_stamp_2022_08_31_14_20,A,PL,41,F,1829,12.5664,6,61,126,66,309.565,289.949,130.0,1.99891,3668.67,23050.9,11525.5,200.59,229.032,8,0.928016,13.5079,1.0,76.4655,61.2887,1.0856,1979.0,12.5664,6.833333333333333,66.5,141.83333333333334,76.33333333333333,347.73066666666665,340.5566666666667,149.31766666666667,1.9989533333333334,4650.943333333333,29222.75,14611.366666666669,217.76249999999996,256.324,9.0,0.9290358333333334,13.202023333333335,1.0,69.91141666666667,55.72506666666667,1.0797016666666666,1835.0,12.5664,6.5,64.5,136.0,72.5,324.524,318.7935,138.0,1.99891,4522.6,28416.35,14208.15,217.142,246.98700000000002,9.5,0.929431,12.65495,1.0,74.5726,56.9237,1.07766
01586_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_23_20,T,PL,41,F,1853,12.5664,6,51,106,56,231.38,195.04,117.0,1.99892,2556.71,16064.3,8032.14,132.991,207.9,9,0.9127790000000001,16.4717,1.0,82.0858,61.9222,1.0634299999999999,1549.6666666666667,12.5664,5.333333333333333,54.5,112.5,59.0,187.47400000000002,203.47916666666666,110.75933333333334,1.9986866666666667,2242.516666666667,14090.166666666666,7045.078333333334,132.53766666666667,170.4955,9.0,0.9128575,12.773866666666668,1.0,84.47288333333334,61.7996,1.0669950000000001,1512.5,12.5664,5.5,54.0,110.5,57.5,178.48,202.17000000000002,113.0,1.9986800000000002,2163.145,13591.45,6795.725,128.89000000000001,167.3715,9.0,0.911346,12.37645,1.0,83.6979,61.85765,1.06391
01587_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_29_15_23,T,PL,41,F,1466,12.5664,9,30,68,39,184.92,224.48,106.0,1.9986400000000002,2173.05,13653.7,6826.85,147.227,171.512,6,0.9148430000000001,20.5441,1.0,90.2176,60.488,1.06234,1346.8333333333333,12.5664,8.833333333333334,26.833333333333332,61.0,35.166666666666664,168.41066666666669,198.87366666666665,95.83333333333333,1.99843,1936.7450000000001,12168.918333333333,6084.465,134.75433333333334,159.168,5.833333333333333,0.9127695,20.84895,1.0,87.896,61.32490000000001,1.0571166666666667,1430.0,12.5664,9.0,26.0,60.5,35.5,172.882,208.61,96.0,1.9986,2041.94,12829.85,6414.9400000000005,134.1955,157.21699999999998,6.0,0.9121030000000001,21.3688,1.0,89.05685,60.40865,1.05771
01588_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_22_55,T,PL,41,F,1036,12.5664,8,36,78,43,155.94,196.42,99.0,1.99807,1553.31,9759.74,4879.87,109.476,135.001,6,0.923781,12.2692,1.0,78.5641,56.1125,1.07221,972.5,12.5664,7.333333333333333,33.5,72.5,40.0,155.76116666666667,161.61333333333334,88.6545,1.9979333333333331,1458.0616666666667,9161.276666666667,4580.636666666666,107.26566666666666,129.15216666666666,6.5,0.9149586666666667,12.405533333333333,1.0,76.90174999999999,57.30543333333333,1.06464,973.5,12.5664,7.5,33.0,72.0,40.0,153.7935,159.39,89.0,1.9979449999999999,1458.49,9163.98,4581.99,107.7235,131.147,6.0,0.9173745,12.26135,1.0,77.67005,56.919399999999996,1.06256
01589_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_31_14_23,T,PL,41,F,1501,12.5664,9,48,103,56,233.68,184.46,136.0,1.9986700000000002,2136.93,13426.7,6713.37,140.295,192.18099999999998,9,0.9216129999999999,13.5631,1.0,84.9059,62.2517,1.11755,1541.3333333333333,12.5664,8.166666666666666,47.0,100.33333333333333,54.333333333333336,223.67616666666666,191.48183333333336,135.66666666666666,1.99868,2289.725,14386.766666666668,7193.385000000001,143.02866666666665,177.56216666666663,9.166666666666666,0.9153943333333333,14.476350000000002,1.0,87.68323333333335,64.27995,1.0937383333333333,1596.5,12.5664,7.5,45.5,98.0,54.5,228.688,183.16000000000003,139.0,1.998745,2223.0,13967.5,6983.764999999999,139.394,175.933,9.0,0.91552,13.67535,1.0,88.14,63.82495,1.09686
